season,name,pos,team,age,points,minutes,goals,assists,yellow_cards,red_cards,own_goals
2021/22,Cédric Soares,DEF,Arsenal,33,48,1481,1,1,3,0,0
2021/22,Alexandre Lacazette,FWD,Arsenal,34,90,1773,4,8,0,0,0
2021/22,Granit Xhaka,MID,Arsenal,32,60,2327,1,2,10,1,0
2021/22,Pablo Marí,DEF,Arsenal,31,1,180,0,0,1,0,0
2021/22,Héctor Bellerín,DEF,Arsenal,30,0,0,0,0,0,0,0
2021/22,Sead Kolasinac,DEF,Arsenal,32,0,91,0,0,1,0,0
2021/22,Mohamed Elneny,MID,Arsenal,33,27,801,0,2,1,0,0
2021/22,Ainsley Maitland-Niles,MID,Arsenal,27,12,263,0,0,0,0,0
2021/22,Rob Holding,DEF,Arsenal,29,29,840,1,0,2,1,0
2021/22,Thomas Partey,MID,Arsenal,32,71,2027,2,2,6,0,0
2021/22,Kieran Tierney,DEF,Arsenal,28,106,1916,1,3,0,0,0
2021/22,Nicolas Pépé,MID,Arsenal,30,45,681,1,4,0,0,0
2021/22,Lucas Torreira,MID,Arsenal,29,0,0,0,0,0,0,0
2021/22,Eddie Nketiah,FWD,Arsenal,26,55,823,5,1,3,0,0
2021/22,Emile Smith Rowe,MID,Arsenal,24,125,1909,10,2,1,0,0
2021/22,Bukayo Saka,MID,Arsenal,23,179,2978,11,9,6,0,0
2021/22,Gabriel Magalhães,DEF,Arsenal,27,146,3063,5,0,6,1,0
2021/22,Konstantinos Mavropanos,DEF,Arsenal,27,0,0,0,0,0,0,0
2021/22,Mattéo Guendouzi,MID,Arsenal,26,0,0,0,0,0,0,0
2021/22,Gabriel Martinelli,MID,Arsenal,24,110,1855,6,7,1,1,0
2021/22,William Saliba,DEF,Arsenal,24,0,0,0,0,0,0,0
2021/22,Ben White,DEF,Arsenal,27,107,2880,0,0,3,0,1
2021/22,Nuno Tavares,DEF,Arsenal,25,49,1169,1,1,2,0,0
2021/22,Albert Sambi Lokonga,MID,Arsenal,25,32,1129,0,0,5,0,0
2021/22,Folarin Balogun,FWD,Arsenal,24,2,69,0,0,0,0,0
2021/22,Reiss Nelson,MID,Arsenal,25,1,19,0,0,0,0,0
2021/22,Karl Hein,GK,Arsenal,23,0,0,0,0,0,0,0
2021/22,Martin Ødegaard,MID,Arsenal,26,131,2782,7,4,4,0,0
2021/22,Aaron Ramsdale,GK,Arsenal,27,135,3060,0,0,1,0,0
2021/22,Arthur Okonkwo,GK,Arsenal,23,0,0,0,0,0,0,0
2021/22,Takehiro Tomiyasu,DEF,Arsenal,26,75,1680,0,1,2,0,0
2021/22,Charlie Patino,MID,Arsenal,21,0,0,0,0,0,0,0
2021/22,Omari Hutchinson,MID,Arsenal,21,0,0,0,0,0,0,0
2021/22,Salah-Eddine Oulad M'hand,MID,Arsenal,21,0,0,0,0,0,0,0
2021/22,Mika Biereth,FWD,Arsenal,22,0,0,0,0,0,0,0
2021/22,Ryan Alebiosu,DEF,Arsenal,23,0,0,0,0,0,0,0
2021/22,Zach Awe,DEF,Arsenal,21,0,0,0,0,0,0,0
2021/22,Zak Swanson,DEF,Arsenal,24,0,0,0,0,0,0,0
2021/22,Mazeed Ogungbo,DEF,Arsenal,22,0,0,0,0,0,0,0
2021/22,Marcelo Flores,MID,Arsenal,21,0,0,0,0,0,0,0
2021/22,Miguel Azeez,MID,Arsenal,22,0,0,0,0,0,0,0
2021/22,Alex Kirk,DEF,Arsenal,22,0,0,0,0,0,0,0
2021/22,Calum Chambers,DEF,Aston Villa,30,42,999,1,0,1,0,0
2021/22,Jed Steer,GK,Aston Villa,32,1,90,0,0,0,0,0
2021/22,Conor Hourihane,MID,Aston Villa,34,0,0,0,0,0,0,0
2021/22,Emiliano Martínez,GK,Aston Villa,32,129,3240,0,0,4,0,0
2021/22,Björn Engels,DEF,Aston Villa,30,0,0,0,0,0,0,0
2021/22,Bertrand Traoré,MID,Aston Villa,29,13,212,0,1,0,0,0
2021/22,Morgan Sanson,MID,Aston Villa,30,13,349,0,0,0,0,0
2021/22,John McGinn,MID,Aston Villa,30,110,3090,3,4,8,0,0
2021/22,Kortney Hause,DEF,Aston Villa,29,20,397,1,0,0,0,0
2021/22,Trézéguet,MID,Aston Villa,30,1,10,0,0,0,0,0
2021/22,Tyrone Mings,DEF,Aston Villa,32,118,3188,1,4,11,0,0
2021/22,Ollie Watkins,FWD,Aston Villa,29,131,2950,11,3,7,0,0
2021/22,Marvelous Nakamba,MID,Aston Villa,31,22,899,0,0,5,0,0
2021/22,Emiliano Buendía,MID,Aston Villa,28,107,1887,4,6,1,0,0
2021/22,Matty Cash,DEF,Aston Villa,27,147,3377,4,3,8,0,0
2021/22,Ezri Konsa,DEF,Aston Villa,27,78,2477,2,0,4,2,0
2021/22,Frédéric Guilbert,DEF,Aston Villa,30,0,0,0,0,0,0,0
2021/22,Wesley,FWD,Aston Villa,28,1,1,0,0,0,0,0
2021/22,Mbwana Samatta,FWD,Aston Villa,32,0,0,0,0,0,0,0
2021/22,Keinan Davis,FWD,Aston Villa,27,1,11,0,0,0,0,0
2021/22,Douglas Luiz,MID,Aston Villa,27,89,2715,2,3,7,0,0
2021/22,Jacob Ramsey,MID,Aston Villa,24,109,2465,6,1,6,0,0
2021/22,Ashley Young,DEF,Aston Villa,40,50,1234,0,2,2,0,1
2021/22,Lucas Digne,DEF,Aston Villa,31,83,2440,0,4,6,0,1
2021/22,Danny Ings,FWD,Aston Villa,32,106,1891,7,6,4,0,0
2021/22,Leon Bailey,MID,Aston Villa,27,37,750,1,3,3,0,0
2021/22,Jaden Philogene,MID,Aston Villa,23,1,4,0,0,0,0,0
2021/22,Carney Chukwuemeka,MID,Aston Villa,21,16,291,0,1,0,0,0
2021/22,Cameron Archer,FWD,Aston Villa,23,3,24,0,0,0,0,0
2021/22,Viljami Sinisalo,GK,Aston Villa,23,0,0,0,0,0,0,0
2021/22,Lamare Bogarde,DEF,Aston Villa,21,0,0,0,0,0,0,0
2021/22,Tim Iroegbunam,MID,Aston Villa,22,4,90,0,0,1,0,0
2021/22,Filip Marschall,GK,Aston Villa,22,0,0,0,0,0,0,0
2021/22,Josh Feeney,DEF,Aston Villa,20,0,0,0,0,0,0,0
2021/22,Philippe Coutinho,MID,Aston Villa,33,83,1327,5,3,0,0,0
2021/22,Kaine Kesler-Hayden,DEF,Aston Villa,22,0,0,0,0,0,0,0
2021/22,Robin Olsen,GK,Aston Villa,35,1,90,0,0,0,0,0
2021/22,Ben Chrisene,MID,Aston Villa,21,0,0,0,0,0,0,0
2021/22,Tommi O'Reilly,MID,Aston Villa,21,0,0,0,0,0,0,0
2021/22,Pontus Jansson,DEF,Brentford,34,122,3321,3,4,7,0,0
2021/22,Christian Nørgaard,MID,Brentford,31,101,3054,3,4,8,0,0
2021/22,Ivan Toney,FWD,Brentford,29,139,2908,12,5,8,0,0
2021/22,Tariqe Fosu,MID,Brentford,29,1,16,0,0,0,0,0
2021/22,David Raya,GK,Brentford,29,95,2160,0,0,1,0,0
2021/22,Sergi Canós,MID,Brentford,28,81,2077,3,3,6,1,1
2021/22,Josh Dasilva,MID,Brentford,26,7,250,0,0,0,1,0
2021/22,Rico Henry,DEF,Brentford,28,108,2775,3,0,2,0,0
2021/22,Vitaly Janelt,MID,Brentford,27,90,2295,4,0,3,0,0
2021/22,Saman Ghoddos,MID,Brentford,31,30,524,1,2,2,0,0
2021/22,Mathias Jensen,MID,Brentford,29,54,1590,0,1,0,0,0
2021/22,Charlie Goode,DEF,Brentford,29,10,448,0,0,3,0,0
2021/22,Marcus Forss,FWD,Brentford,26,11,203,0,1,0,0,0
2021/22,Mads Roerslev,DEF,Brentford,26,41,1232,1,1,1,0,0
2021/22,Mads Bech,DEF,Brentford,26,22,833,0,0,3,0,0
2021/22,Ethan Pinnock,DEF,Brentford,32,90,2694,1,1,1,0,0
2021/22,Ellery Balcombe,GK,Brentford,25,0,0,0,0,0,0,0
2021/22,Jan Zamburek,MID,Brentford,24,0,0,0,0,0,0,0
2021/22,Patrik Gunnarsson,GK,Brentford,24,0,0,0,0,0,0,0
2021/22,Halil Dervisoglu,FWD,Brentford,25,0,0,0,0,0,0,0
2021/22,Bryan Mbeumo,MID,Brentford,25,119,2905,4,7,4,0,0
2021/22,Mads Bidstrup,MID,Brentford,24,4,36,0,0,0,0,0
2021/22,Frank Onyeka,MID,Brentford,27,35,1040,0,2,4,0,0
2021/22,Kristoffer Ajer,DEF,Brentford,27,81,1995,1,3,5,0,0
2021/22,Dominic Thompson,DEF,Brentford,24,3,146,0,0,0,0,0
2021/22,Shandon Baptiste,MID,Brentford,27,35,898,1,0,0,1,0
2021/22,Yoane Wissa,MID,Brentford,28,92,1268,7,2,0,0,0
2021/22,Álvaro Fernández,GK,Brentford,27,31,1080,0,0,0,0,1
2021/22,Fin Stevens,DEF,Brentford,22,1,14,0,0,0,0,0
2021/22,Zanka,DEF,Brentford,35,18,516,1,0,2,0,0
2021/22,Paris Maghoma,MID,Brentford,24,0,0,0,0,0,0,0
2021/22,Matthew Cox,GK,Brentford,22,0,0,0,0,0,0,0
2021/22,Max Haygarth,MID,Brentford,23,0,0,0,0,0,0,0
2021/22,Nathan Young-Coombes,FWD,Brentford,22,1,3,0,0,0,0,0
2021/22,Myles Peart-Harris,MID,Brentford,22,0,0,0,0,0,0,0
2021/22,Jonas Lössl,GK,Brentford,36,2,180,0,0,0,0,0
2021/22,Christian Eriksen,MID,Brentford,33,43,938,1,4,1,0,0
2021/22,Julian Jeanvier,DEF,Brentford,33,0,0,0,0,0,0,0
2021/22,Adam Lallana,MID,Brighton,37,44,1559,0,1,4,0,0
2021/22,Jason Steele,GK,Brighton,34,2,90,0,0,0,0,0
2021/22,Pascal Groß,MID,Brighton,34,88,2033,2,5,1,0,0
2021/22,Shane Duffy,DEF,Brighton,33,48,1434,1,1,7,0,0
2021/22,Davy Pröpper,MID,Brighton,33,0,0,0,0,0,0,0
2021/22,Lewis Dunk,DEF,Brighton,33,92,2573,1,0,3,1,0
2021/22,Solly March,MID,Brighton,30,61,1733,0,2,1,0,0
2021/22,Adam Webster,DEF,Brighton,30,59,1429,2,0,5,0,0
2021/22,Joël Veltman,DEF,Brighton,33,95,2874,1,1,6,0,0
2021/22,Neal Maupay,FWD,Brighton,28,98,2269,8,3,7,0,0
2021/22,Leandro Trossard,MID,Brighton,30,141,2803,8,4,2,0,0
2021/22,Mathew Ryan,GK,Brighton,33,0,0,0,0,0,0,0
2021/22,Alireza Jahanbakhsh,MID,Brighton,31,0,0,0,0,0,0,0
2021/22,Bernardo,DEF,Brighton,30,0,0,0,0,0,0,0
2021/22,Robert Sánchez,GK,Brighton,27,126,3330,0,0,3,1,0
2021/22,Yves Bissouma,MID,Brighton,28,66,2110,1,2,10,0,0
2021/22,Tariq Lamptey,DEF,Brighton,24,74,1547,0,2,4,0,0
2021/22,Aaron Connolly,FWD,Brighton,25,5,154,0,0,0,0,0
2021/22,Steven Alzate,MID,Brighton,26,13,401,0,0,0,0,0
2021/22,Alexis Mac Allister,MID,Brighton,26,93,2112,5,2,4,0,0
2021/22,Jakub Moder,MID,Brighton,26,58,1694,0,3,1,0,0
2021/22,Danny Welbeck,FWD,Brighton,34,89,1469,6,4,0,0,0
2021/22,Enock Mwepu,MID,Brighton,27,58,990,2,5,2,0,0
2021/22,Kjell Scherpen,GK,Brighton,25,0,0,0,0,0,0,0
2021/22,Florin Andone,FWD,Brighton,32,0,0,0,0,0,0,0
2021/22,Andi Zeqiri,FWD,Brighton,26,0,0,0,0,0,0,0
2021/22,Michal Karbownik,DEF,Brighton,24,0,0,0,0,0,0,0
2021/22,Taylor Richards,MID,Brighton,24,2,23,0,0,0,0,0
2021/22,Moisés Caicedo,MID,Brighton,23,27,660,1,1,2,0,0
2021/22,Haydon Roberts,DEF,Brighton,23,0,0,0,0,0,0,0
2021/22,Marc Cucurella,DEF,Brighton,26,126,3089,1,1,6,0,0
2021/22,Jürgen Locadia,FWD,Brighton,31,1,22,0,0,0,0,0
2021/22,Jeremy Sarmiento,MID,Brighton,23,5,44,0,0,0,0,0
2021/22,Ed Turns,DEF,Brighton,22,0,0,0,0,0,0,0
2021/22,Marc Leonard,MID,Brighton,23,0,0,0,0,0,0,0
2021/22,Evan Ferguson,FWD,Brighton,20,1,22,0,0,0,0,0
2021/22,Tom McGill,GK,Brighton,25,0,0,0,0,0,0,0
2021/22,Odeluga Offiah,DEF,Brighton,22,0,0,0,0,0,0,0
2021/22,James Tarkowski,DEF,Burnley,32,83,3106,1,2,11,0,1
2021/22,Phil Bardsley,DEF,Burnley,40,0,0,0,0,0,0,0
2021/22,Erik Pieters,DEF,Burnley,36,37,726,0,1,1,0,0
2021/22,Jack Cork,MID,Burnley,36,48,1670,1,0,4,0,0
2021/22,Dale Stephens,MID,Burnley,36,4,123,0,0,1,0,0
2021/22,Kevin Long,DEF,Burnley,34,7,408,0,0,1,0,0
2021/22,Jay Rodriguez,FWD,Burnley,35,60,1365,2,3,3,0,0
2021/22,Ashley Barnes,FWD,Burnley,35,32,793,1,0,4,0,0
2021/22,Ben Mee,DEF,Burnley,35,74,1839,3,0,3,0,1
2021/22,Ashley Westwood,MID,Burnley,35,63,2286,0,4,7,0,0
2021/22,Jóhann Gudmundsson,MID,Burnley,34,33,1097,0,1,2,0,0
2021/22,Matthew Lowton,DEF,Burnley,36,65,1771,1,3,3,1,0
2021/22,Matej Vydra,FWD,Burnley,33,46,665,2,3,1,0,0
2021/22,Nick Pope,GK,Burnley,33,130,3240,0,0,1,0,0
2021/22,Charlie Taylor,DEF,Burnley,31,78,2730,0,3,3,0,0
2021/22,Will Norris,GK,Burnley,31,0,0,0,0,0,0,0
2021/22,Josh Brownhill,MID,Burnley,29,92,2952,2,3,10,0,0
2021/22,Josh Benson,MID,Burnley,25,0,0,0,0,0,0,0
2021/22,Bailey Peacock-Farrell,GK,Burnley,28,0,0,0,0,0,0,0
2021/22,Dwight McNeil,MID,Burnley,25,84,3104,0,1,1,0,0
2021/22,Nathan Collins,DEF,Burnley,24,55,1670,2,0,2,1,0
2021/22,Wayne Hennessey,GK,Burnley,38,4,180,0,0,0,0,0
2021/22,Lewis Richardson,FWD,Burnley,22,0,0,0,0,0,0,0
2021/22,Bobby Thomas,DEF,Burnley,24,0,0,0,0,0,0,0
2021/22,Owen Dodgson,DEF,Burnley,22,0,0,0,0,0,0,0
2021/22,Aaron Lennon,MID,Burnley,38,60,1541,2,1,2,0,0
2021/22,Maxwel Cornet,MID,Burnley,28,104,1764,9,2,2,0,0
2021/22,Connor Roberts,DEF,Burnley,29,69,1689,1,1,2,0,0
2021/22,Wout Weghorst,FWD,Burnley,32,55,1448,2,3,3,0,0
2021/22,Sam Waller,GK,Burnley,21,0,0,0,0,0,0,0
2021/22,Dara Costelloe,MID,Burnley,22,0,0,0,0,0,0,0
2021/22,Joseph McGlynn,FWD,Burnley,22,0,0,0,0,0,0,0
2021/22,Anthony Mancini,MID,Burnley,24,0,0,0,0,0,0,0
2021/22,César Azpilicueta,DEF,Chelsea,35,87,2067,1,3,3,0,0
2021/22,Olivier Giroud,FWD,Chelsea,38,0,0,0,0,0,0,0
2021/22,Thiago Silva,DEF,Chelsea,40,130,2649,3,1,2,0,0
2021/22,Marcos Alonso,DEF,Chelsea,34,128,2164,4,5,8,0,0
2021/22,Jorginho,MID,Chelsea,33,106,2271,6,2,5,0,0
2021/22,Ross Barkley,MID,Chelsea,31,14,174,1,0,0,0,0
2021/22,Mateo Kovacic,MID,Chelsea,31,76,1552,2,5,4,0,0
2021/22,Michy Batshuayi,FWD,Chelsea,31,0,0,0,0,0,0,0
2021/22,Antonio Rüdiger,DEF,Chelsea,32,150,3035,3,3,9,0,0
2021/22,Kepa,GK,Chelsea,30,19,360,0,0,0,0,0
2021/22,N'Golo Kanté,MID,Chelsea,34,79,1769,2,5,2,0,0
2021/22,Hakim Ziyech,MID,Chelsea,32,79,1311,4,3,3,0,0
2021/22,Ruben Loftus-Cheek,MID,Chelsea,29,52,1384,0,3,1,0,0
2021/22,Andreas Christensen,DEF,Chelsea,29,69,1494,0,0,2,0,0
2021/22,Timo Werner,FWD,Chelsea,29,62,1278,4,2,1,0,0
2021/22,Ben Chilwell,DEF,Chelsea,28,55,541,3,1,0,0,0
2021/22,Tammy Abraham,FWD,Chelsea,27,0,0,0,0,0,0,0
2021/22,Christian Pulisic,MID,Chelsea,26,77,1282,6,2,2,0,0
2021/22,Mason Mount,MID,Chelsea,26,169,2358,11,11,4,0,0
2021/22,Ethan Ampadu,DEF,Chelsea,24,0,0,0,0,0,0,0
2021/22,Callum Hudson-Odoi,MID,Chelsea,24,49,958,1,4,1,0,0
2021/22,Kai Havertz,MID,Chelsea,26,112,1802,8,4,3,0,0
2021/22,Reece James,DEF,Chelsea,25,141,1863,5,9,4,1,1
2021/22,Édouard Mendy,GK,Chelsea,33,130,3060,0,0,3,0,0
2021/22,Malang Sarr,DEF,Chelsea,26,30,544,0,0,2,0,0
2021/22,Trevoh Chalobah,DEF,Chelsea,26,99,1447,3,1,2,0,0
2021/22,Romelu Lukaku,FWD,Chelsea,32,87,1583,8,1,1,0,0
2021/22,Emerson,DEF,Chelsea,30,1,4,0,0,0,0,0
2021/22,Saúl Ñíguez,MID,Chelsea,30,16,478,0,1,1,0,0
2021/22,Marcus Bettinelli,GK,Chelsea,33,0,0,0,0,0,0,0
2021/22,Lewis Hall,MID,Chelsea,20,0,0,0,0,0,0,0
2021/22,Harvey Vale,MID,Chelsea,21,0,0,0,0,0,0,0
2021/22,Kenedy,DEF,Chelsea,29,4,58,0,1,0,0,0
2021/22,Conor Gallagher,MID,Crystal Palace,25,140,2843,8,6,10,0,0
2021/22,Vicente Guaita,GK,Crystal Palace,38,119,2655,0,0,2,0,0
2021/22,James Tomkins,DEF,Crystal Palace,36,17,545,1,0,2,0,0
2021/22,James McArthur,MID,Crystal Palace,37,54,1434,0,4,4,0,0
2021/22,Christian Benteke,FWD,Crystal Palace,34,58,1132,4,1,3,0,0
2021/22,Cheikhou Kouyaté,DEF,Crystal Palace,35,77,1970,0,1,3,0,0
2021/22,Martin Kelly,DEF,Crystal Palace,35,0,0,0,0,0,0,0
2021/22,Luka Milivojevic,MID,Crystal Palace,34,19,767,0,0,1,0,1
2021/22,Jordan Ayew,FWD,Crystal Palace,33,77,2012,3,4,2,0,0
2021/22,Wilfried Zaha,MID,Crystal Palace,32,150,2759,14,2,4,1,0
2021/22,Jeffrey Schlupp,MID,Crystal Palace,32,86,1840,4,2,1,0,0
2021/22,Jack Butland,GK,Crystal Palace,32,30,765,0,0,0,0,0
2021/22,Jairo Riedewald,MID,Crystal Palace,28,4,116,0,0,0,0,0
2021/22,Jaroslaw Jach,DEF,Crystal Palace,31,0,0,0,0,0,0,0
2021/22,Jean-Philippe Mateta,FWD,Crystal Palace,28,61,1138,5,1,2,0,0
2021/22,Eberechi Eze,MID,Crystal Palace,27,31,599,1,1,1,0,0
2021/22,Nathan Ferguson,DEF,Crystal Palace,24,1,8,0,0,0,0,0
2021/22,Tyrick Mitchell,DEF,Crystal Palace,25,109,3101,0,2,1,0,0
2021/22,Will Hughes,MID,Crystal Palace,30,34,1050,0,2,6,0,0
2021/22,Michael Olise,MID,Crystal Palace,23,73,1127,2,6,4,0,0
2021/22,Joel Ward,DEF,Crystal Palace,35,73,2486,0,0,8,0,0
2021/22,Marc Guéhi,DEF,Crystal Palace,24,123,3222,2,1,4,0,0
2021/22,Joachim Andersen,DEF,Crystal Palace,29,124,2914,0,4,4,0,1
2021/22,Nathaniel Clyne,DEF,Crystal Palace,34,59,1351,0,1,1,0,0
2021/22,Reece Hannam,DEF,Crystal Palace,24,0,0,0,0,0,0,0
2021/22,Jesurun Rak-Sakyi,MID,Crystal Palace,22,4,79,0,0,0,0,0
2021/22,Rob Street,FWD,Crystal Palace,23,0,0,0,0,0,0,0
2021/22,Scott Banks,MID,Crystal Palace,23,0,0,0,0,0,0,0
2021/22,Remi Matthews,GK,Crystal Palace,31,0,0,0,0,0,0,0
2021/22,Odsonne Édouard,FWD,Crystal Palace,27,87,1554,6,4,4,0,0
2021/22,Tayo Adaramola,DEF,Crystal Palace,21,0,0,0,0,0,0,0
2021/22,Anwar El Ghazi,MID,Everton,30,22,392,1,1,2,0,0
2021/22,Fabian Delph,MID,Everton,35,18,660,0,0,2,0,0
2021/22,Gylfi Sigurdsson,MID,Everton,35,0,0,0,0,0,0,0
2021/22,Séamus Coleman,DEF,Everton,36,79,2656,1,1,4,0,1
2021/22,James Rodríguez,MID,Everton,33,0,0,0,0,0,0,0
2021/22,Bernard,MID,Everton,32,0,0,0,0,0,0,0
2021/22,Michael Keane,DEF,Everton,32,102,2791,3,2,2,1,2
2021/22,Jordan Pickford,GK,Everton,31,116,3150,0,0,2,0,0
2021/22,Allan,MID,Everton,34,58,2181,0,3,7,1,0
2021/22,André Gomes,MID,Everton,31,18,614,0,1,3,0,0
2021/22,Abdoulaye Doucouré,MID,Everton,32,90,2536,2,5,6,0,0
2021/22,Alex Iwobi,MID,Everton,29,78,2029,2,2,1,0,0
2021/22,Yerry Mina,DEF,Everton,30,24,844,0,0,3,0,0
2021/22,Tom Davies,MID,Everton,27,12,230,1,0,1,0,0
2021/22,Dominic Calvert-Lewin,FWD,Everton,28,64,1281,5,2,2,0,0
2021/22,Mason Holgate,DEF,Everton,28,62,2133,2,2,7,1,1
2021/22,Ben Godfrey,DEF,Everton,27,45,2029,0,0,6,0,0
2021/22,Richarlison,FWD,Everton,28,125,2522,10,6,9,0,0
2021/22,João Virgínia,GK,Everton,25,0,0,0,0,0,0,0
2021/22,Donny van de Beek,MID,Everton,28,31,550,2,0,1,0,0
2021/22,Dele Alli,MID,Everton,29,35,985,1,0,4,0,0
2021/22,Asmir Begovic,GK,Everton,38,13,270,0,0,0,0,0
2021/22,Andros Townsend,MID,Everton,33,66,1452,3,2,3,0,0
2021/22,Demarai Gray,MID,Everton,29,106,2336,5,5,3,0,0
2021/22,Jonjoe Kenny,DEF,Everton,28,21,1015,0,1,1,1,0
2021/22,Anthony Gordon,MID,Everton,24,100,2277,4,3,4,0,0
2021/22,Jean-Philippe Gbamin,MID,Everton,29,3,65,0,0,0,0,0
2021/22,Jarrad Branthwaite,DEF,Everton,23,7,387,1,0,0,1,0
2021/22,Nathan Broadhead,FWD,Everton,27,0,0,0,0,0,0,0
2021/22,Moise Kean,FWD,Everton,25,1,1,0,0,0,0,0
2021/22,Niels Nkounkou,DEF,Everton,24,0,0,0,0,0,0,0
2021/22,Andy Lonergan,GK,Everton,41,0,0,0,0,0,0,0
2021/22,Salomón Rondón,FWD,Everton,35,30,779,1,1,2,1,0
2021/22,Ellis Simms,FWD,Everton,24,2,61,0,0,0,0,0
2021/22,Lewis Dobbin,FWD,Everton,22,2,30,0,0,1,0,0
2021/22,Charlie Whitaker,MID,Everton,21,0,0,0,0,0,0,0
2021/22,Harry Tyrer,GK,Everton,23,0,0,0,0,0,0,0
2021/22,Cenk Tosun,FWD,Everton,34,1,5,0,0,0,0,0
2021/22,Reece Welch,DEF,Everton,21,0,0,0,0,0,0,0
2021/22,Tyler Onyango,MID,Everton,22,3,27,0,0,0,0,0
2021/22,Nathan Patterson,DEF,Everton,23,0,0,0,0,0,0,0
2021/22,Vitalii Mykolenko,DEF,Everton,26,42,1054,1,1,0,0,0
2021/22,Isaac Price,MID,Everton,21,1,13,0,0,0,0,0
2021/22,Kasper Schmeichel,GK,Leicester,38,131,3330,0,0,1,0,0
2021/22,Jonny Evans,DEF,Leicester,37,39,1346,1,1,3,0,0
2021/22,Marc Albrighton,MID,Leicester,35,40,1127,1,2,3,0,0
2021/22,Nampalys Mendy,MID,Leicester,33,24,1032,0,0,3,0,0
2021/22,Danny Ward,GK,Leicester,32,3,90,0,0,0,0,0
2021/22,Jamie Vardy,FWD,Leicester,38,133,1801,15,3,2,0,1
2021/22,Dennis Praet,MID,Leicester,31,0,0,0,0,0,0,0
2021/22,Ricardo Pereira,DEF,Leicester,31,35,990,1,3,3,0,0
2021/22,Daniel Amartey,DEF,Leicester,30,55,2118,0,0,4,0,0
2021/22,Timothy Castagne,DEF,Leicester,29,75,2124,1,0,1,0,0
2021/22,Youri Tielemans,MID,Leicester,28,120,2629,6,4,3,0,0
2021/22,Ayoze Pérez,MID,Leicester,31,35,438,2,3,0,1,0
2021/22,James Maddison,MID,Leicester,28,181,2454,12,11,3,0,0
2021/22,Kelechi Iheanacho,FWD,Leicester,28,80,1253,4,6,1,0,0
2021/22,Hamza Choudhury,MID,Leicester,27,8,284,0,0,1,0,0
2021/22,Harvey Barnes,MID,Leicester,27,137,2095,6,12,2,0,0
2021/22,Wilfred Ndidi,MID,Leicester,28,41,1617,0,1,4,0,0
2021/22,Çaglar Söyüncü,DEF,Leicester,29,66,2497,1,0,5,0,0
2021/22,James Justin,DEF,Leicester,27,29,996,0,0,0,0,0
2021/22,Luke Thomas,DEF,Leicester,24,50,1911,0,1,2,0,0
2021/22,Wesley Fofana,DEF,Leicester,24,17,630,0,0,2,0,0
2021/22,Jannik Vestergaard,DEF,Leicester,32,11,563,0,0,2,0,0
2021/22,Patson Daka,FWD,Leicester,26,70,1152,5,3,2,0,0
2021/22,Boubakary Soumaré,MID,Leicester,26,36,1095,0,1,0,0,0
2021/22,Ryan Bertrand,DEF,Leicester,35,4,337,0,0,1,0,0
2021/22,Kiernan Dewsbury-Hall,MID,Leicester,26,70,2101,1,2,4,0,0
2021/22,Eldin Jakupovic,GK,Leicester,40,0,0,0,0,0,0,0
2021/22,Ademola Lookman,MID,Leicester,27,76,1446,6,0,2,0,0
2021/22,Vontae Daley-Campbell,DEF,Leicester,24,0,0,0,0,0,0,0
2021/22,Lewis Brunt,MID,Leicester,24,1,23,0,0,0,0,0
2021/22,Kasey McAteer,MID,Leicester,23,1,2,0,0,0,0,0
2021/22,Pablo Hernández,MID,Leeds,40,0,0,0,0,0,0,0
2021/22,Kiko Casilla,GK,Leeds,38,0,0,0,0,0,0,0
2021/22,Liam Cooper,DEF,Leeds,33,60,1814,0,2,5,0,0
2021/22,Luke Ayling,DEF,Leeds,33,55,2272,2,3,4,1,0
2021/22,Mateusz Klich,MID,Leeds,35,61,2071,1,2,5,0,0
2021/22,Rodrigo,FWD,Leeds,34,85,2263,6,2,9,0,0
2021/22,Stuart Dallas,MID,Leeds,34,80,2920,1,1,5,0,0
2021/22,Patrick Bamford,FWD,Leeds,31,28,557,2,2,2,0,0
2021/22,Diego Llorente,DEF,Leeds,31,77,2341,3,0,7,0,0
2021/22,Kalvin Phillips,MID,Leeds,29,39,1594,0,1,4,0,0
2021/22,Hélder Costa,MID,Leeds,31,1,21,0,0,0,0,0
2021/22,Robin Koch,DEF,Leeds,28,23,1572,0,0,3,0,0
2021/22,Ian Poveda,MID,Leeds,25,0,0,0,0,0,0,0
2021/22,Raphinha,MID,Leeds,28,145,2916,11,4,7,0,0
2021/22,Jamie Shackleton,MID,Leeds,25,19,704,0,1,4,0,0
2021/22,Pascal Struijk,DEF,Leeds,25,35,2050,1,1,6,1,0
2021/22,Illan Meslier,GK,Leeds,25,106,3384,0,0,2,0,0
2021/22,Jack Harrison,MID,Leeds,28,117,2638,8,1,3,0,0
2021/22,Daniel James,MID,Leeds,27,91,2489,4,5,7,1,0
2021/22,Junior Firpo,DEF,Leeds,28,22,1709,0,2,11,0,1
2021/22,Kristoffer Klaesson,GK,Leeds,24,2,35,0,0,0,0,0
2021/22,Sam Greenwood,FWD,Leeds,23,15,231,0,2,0,0,0
2021/22,Crysencio Summerville,MID,Leeds,23,6,126,0,0,0,0,0
2021/22,Adam Forshaw,MID,Leeds,33,38,1526,0,1,5,0,0
2021/22,Cody Drameh,DEF,Leeds,23,0,126,0,0,1,0,0
